SalePrice,SqFtTotLiving,Latitude,Longitude,SqFt2ndFloor,YrBuilt,SqFtFinBasement,SqFtDeck,SqFtGarageBasement,BrickStone,SqFtOpenPorch
519950,2373,47.380669,-122.214658,1320,2018,0,0,0,0,112
650000,2400,47.5414997,-122.1754992,0,1975,940,320,480,0,0
665500,950,47.5663547,-122.1403129,0,1955,0,0,0,0,60
785000,2260,47.7752713,-122.2689999,0,1979,1020,160,190,0,0
345000,1476,47.3636283,-122.3089874,0,1965,0,0,0,0,395
190000,670,47.5802793,-122.3890096,0,1909,0,50,0,0,0
825000,1710,47.6757132,-122.3835249,570,2017,0,460,0,0,0
575000,2260,47.5067602,-122.237778,0,1948,1130,0,0,100,40
461000,2360,47.3307386,-122.3587075,0,1976,570,460,260,0,0
727000,1160,47.5696357,-122.3958499,0,1950,0,0,0,0,0
528000,1360,47.5650709,-122.1385457,0,1956,0,0,0,0,0
260100,1020,47.3391026,-122.2912743,0,1967,0,120,0,0,0
601600,940,47.6891212,-122.3323824,0,1924,0,380,0,0,50
260000,1290,47.5040789,-122.328951,0,1946,0,0,0,0,0
368000,3270,47.3214065,-122.3827215,1300,1977,0,0,0,30,190
808000,3020,47.6958795,-122.3698181,0,1961,1350,0,0,15,420
780000,2340,47.755352,-122.2766587,840,1938,450,150,0,0,70
555000,1420,47.565153,-122.364694,450,2019,0,460,0,0,0
960000,2950,47.6305719,-122.1118013,0,1965,0,0,0,0,0
1049673,3520,47.47263,-122.1265609,1820,2019,0,0,0,0,470
726000,1440,47.6581862,-122.3495879,510,2016,0,470,0,0,0
775000,1750,47.6901066,-122.3711662,0,1922,0,0,0,0,220
613000,2700,47.4531133,-122.1261561,1040,1980,290,170,0,0,0
579000,3650,47.4396095,-122.3499961,1080,1951,0,710,0,0,100
734950,3432,47.4361968,-122.1573894,1505,2019,909,0,0,0,159
475000,1600,47.7368379,-122.3098698,0,1950,0,0,0,0,0
875000,2560,47.7498,-122.282804,0,1954,1200,120,0,0,200
415000,2140,47.4807908,-122.2226172,0,1903,520,0,0,0,0
757500,2800,47.7341703,-122.0936445,1410,1981,0,220,0,0,0
305000,1700,47.4264018,-122.3284674,0,1955,0,0,0,0,0
749950,1440,47.6572396,-122.3610685,480,2019,0,0,0,0,210
610000,1300,47.5968654,-122.3090786,360,2018,0,370,0,0,0
662000,1480,47.5789077,-122.302562,0,1965,600,0,200,0,0
730000,1560,47.5892889,-122.3156758,520,2017,0,320,0,0,0
550000,1720,47.567408,-122.369749,640,2019,440,670,0,0,0
662999,1230,47.6039849,-122.3092277,500,2017,230,440,210,0,0
300000,840,47.7032651,-122.300136,0,1926,0,0,0,20,0
273000,970,47.289224,-122.2706828,0,1958,0,0,0,0,0
399950,1490,47.4507739,-122.1306374,0,1973,0,0,0,0,0
1012000,1320,47.703936,-122.2987479,0,1954,380,660,0,0,0
524950,1480,47.7262141,-122.3170306,0,1947,450,0,0,0,60
630800,1460,47.5576768,-122.3123978,0,1910,0,0,0,0,0
1051000,3630,47.5173019,-122.3932114,0,1975,1700,260,0,0,0
835000,2290,47.7634822,-122.2533779,510,1981,0,320,0,0,160
765000,1580,47.5919906,-122.3017269,510,2017,0,540,0,0,0
572500,1450,47.6831175,-122.3512132,0,1908,450,110,0,0,0
823000,2240,47.6832887,-122.3966669,0,1941,1030,0,180,0,0
374990,2310,47.5027549,-122.3488647,470,1950,0,0,0,0,0
937000,2000,47.6587349,-122.335926,0,1941,300,0,140,0,0
278500,1895,47.2579009,-122.275623,0,1908,0,154,0,0,77
260000,1310,47.401059,-122.1870733,0,1970,0,130,0,0,0
561357,1410,47.774806,-122.2945152,0,1975,0,80,0,0,0
775000,1740,47.5784402,-122.379915,0,1912,0,0,0,0,0
884500,2112,47.6159084,-122.1130152,0,1960,900,280,0,0,0
410000,1430,47.7277539,-122.3404828,0,1953,0,230,0,15,0
320000,640,47.6165128,-122.3032675,0,1900,0,0,0,0,90
342000,990,47.4960508,-122.2780575,0,1943,0,0,0,0,80
397500,1930,47.5021373,-122.3667977,0,1962,630,0,670,0,0
624250,2010,47.7590162,-122.361963,0,1963,640,380,650,0,100
690000,2170,47.6956505,-122.1676703,0,1976,870,140,320,0,40
375000,1540,47.5718076,-122.3904599,0,1948,180,70,0,100,0
889000,1800,47.6646558,-122.1420763,0,1971,640,100,0,0,0
659995,2880,47.4771812,-122.1219799,1630,2016,0,0,0,0,290
600000,1840,47.5012281,-122.3293217,0,1958,600,0,570,0,0
790000,1850,47.6979955,-122.1181394,0,1977,490,0,260,0,0
749950,1420,47.689996,-122.3752371,510,2017,400,410,0,0,20
730000,2540,47.7575485,-122.3053606,640,1980,890,120,0,0,0
667950,2525,47.4375567,-122.1566841,1515,2019,0,0,0,0,167
645000,1260,47.725829,-122.2235618,0,1967,0,0,0,0,0
680000,2580,47.506147,-122.2405453,0,1957,1100,110,0,0,0
420000,1410,47.4377609,-122.2831004,0,1961,0,0,0,0,0
930000,2660,47.5821826,-122.1168837,0,1971,990,280,640,0,0
970000,2120,47.6828421,-122.3320572,0,1929,1000,120,0,100,0
422000,1650,47.4926812,-122.2715325,940,2016,0,0,0,0,40
520000,1630,47.7523295,-122.3101462,0,1948,0,0,0,0,0
775000,2410,47.6947863,-122.3266617,0,1940,700,0,0,100,0
585000,1990,47.7563267,-122.333306,0,1963,560,220,820,0,0
715000,2060,47.6051321,-122.1943124,0,1962,720,220,530,0,100
445000,1680,47.744079,-122.3389335,0,1954,390,0,240,0,0
619999,1650,47.5921374,-122.2984737,550,2015,0,460,0,0,0
750000,3350,47.5032807,-122.1439926,1830,2015,0,0,0,0,130
875000,2460,47.6968337,-122.2844794,0,1961,1060,150,340,0,0
519800,1880,47.4955369,-122.2975417,1170,2018,0,80,0,0,60
1260000,3780,47.5824749,-122.2401092,0,1947,1490,590,0,30,120
640000,990,47.6527116,-122.386265,0,1955,0,0,440,0,0
560000,1720,47.7569566,-122.3501094,0,1967,530,140,580,0,0
782092,1380,47.6940074,-122.3542002,490,2017,50,290,240,0,0
634900,2860,47.5020667,-122.1510807,1750,2016,0,0,0,0,100
685000,1650,47.6785402,-122.3763604,650,2016,350,520,230,0,0
959572,3100,47.7663246,-122.2277808,1660,2017,0,0,0,0,150
382000,1580,47.330217,-122.2984028,0,1966,500,220,0,0,110
385000,1370,47.4882679,-122.3322244,0,1977,0,0,0,0,0
350000,1150,47.496366,-122.2268346,0,1920,0,0,0,0,90
430000,2660,47.3848237,-122.2833505,0,1968,1140,200,0,0,0
1172034,2120,47.6528285,-122.3405287,1000,2000,100,110,230,0,50
829950,1380,47.6940777,-122.354201,490,2017,50,290,240,0,0
435000,730,47.5648404,-122.315722,0,1942,0,0,0,0,0
900000,1770,47.5427853,-122.2719725,760,1900,100,100,0,0,0
467000,1800,47.7565014,-122.3590778,0,1959,670,120,0,0,0
550000,2000,47.6977163,-122.2925717,0,1967,700,210,520,0,0
297000,770,47.5152594,-122.3806316,0,1934,0,0,0,0,50
950000,3060,47.5395548,-122.2674332,1730,2016,0,0,0,0,0
685000,1650,47.6784948,-122.376337,650,2016,350,520,230,0,0
720000,1530,47.5656575,-122.3663179,570,2018,390,450,0,0,0
450000,1110,47.5552922,-122.2880581,0,1934,0,0,0,0,160
451500,1950,47.4434183,-122.2094724,870,1965,0,180,0,0,170
175000,800,47.5009713,-122.3027525,0,1943,0,220,0,0,80
700000,1880,47.6518707,-122.3938131,0,1937,0,400,0,0,0
539950,940,47.66921,-122.371807,290,2019,290,0,0,0,140
1145000,2910,47.6723926,-122.2801776,970,1950,300,260,0,0,0
1499000,1980,47.6345195,-122.197929,0,1954,0,80,0,0,120
815000,1120,47.6084246,-122.2857427,0,1920,0,430,0,0,20
223600,840,47.3545729,-122.1832728,0,1962,0,0,0,0,0
699900,1510,47.590148,-122.3150236,510,2017,500,0,0,0,0
650000,1040,47.6830403,-122.3818685,0,1928,0,80,180,0,0
775000,2810,47.7263723,-122.2108945,0,1977,1100,200,400,0,0
765000,1440,47.6691638,-122.3621567,560,2019,350,520,180,0,90
759950,1540,47.6672718,-122.3672247,530,2019,0,430,0,0,10
370000,1910,47.3436219,-122.298552,760,1960,0,0,0,0,80
755000,1540,47.7164144,-122.2576475,0,1927,0,0,0,100,160
870000,2530,47.6087475,-122.2917876,0,1908,630,0,0,0,60
695987,2990,47.495347,-122.1439286,1640,2016,0,0,0,0,140
880100,2360,47.5823917,-122.1184017,0,1972,850,0,600,0,40
472500,1870,47.7042135,-122.3378122,0,1950,600,200,0,15,0
505000,2900,47.4937629,-122.227377,0,1963,1450,350,0,0,0
330000,1530,47.3631138,-122.1607764,0,1975,0,290,0,0,0
365000,1390,47.3530684,-122.1749084,0,1976,350,50,160,0,0
450000,1080,47.5280821,-122.3574908,0,1948,0,0,310,0,0
651500,1400,47.7461652,-122.1802963,0,1978,0,140,400,0,60
660000,1720,47.5942506,-122.2973632,590,2015,590,570,0,0,0
650000,1750,47.7173109,-122.3573996,0,1936,410,0,0,0,180
833500,3860,47.5772275,-122.1580581,1430,1955,0,120,0,0,110
660000,1740,47.7642556,-122.2700419,0,1968,0,330,0,0,0
769950,3054,47.4361968,-122.1573894,1494,2019,0,0,0,0,36
306500,1120,47.5001936,-122.3056647,0,1913,0,100,0,0,60
470000,2060,47.4890673,-122.1164214,0,1964,1030,160,0,0,0
465000,1040,47.4393027,-122.3421098,0,1952,0,240,0,0,130
575000,1380,47.5498585,-122.2683706,0,1960,0,0,0,20,0
180000,990,47.487711,-122.3255499,0,1950,0,0,0,0,0
418000,2608,47.3622496,-122.2763098,0,1978,920,50,640,0,0
475000,1510,47.7726237,-122.3360967,0,1955,0,0,0,15,0
560000,740,47.5282057,-122.381027,0,1941,0,100,0,0,0
470000,2000,47.3912721,-122.3222657,0,1962,680,200,620,0,0
785000,3680,47.6427065,-122.3585162,1230,2018,1330,220,0,0,60
380000,1410,47.438861,-122.2785207,0,1958,0,0,0,0,0
325000,1260,47.4992904,-122.1705713,0,1958,0,0,0,0,0
450000,1610,47.4600964,-122.19151,0,1979,450,0,140,0,480
825000,1550,47.5192388,-122.3924938,0,1926,140,0,0,0,60
860000,3040,47.472422,-122.1255701,1670,2019,0,0,0,0,150
365000,1590,47.3084509,-122.2062328,0,1976,0,0,0,0,0
247500,1190,47.4192979,-122.3293879,0,1958,0,190,0,0,80
669000,1690,47.5998148,-122.2982959,580,2016,0,200,0,0,90
569800,2470,47.4955475,-122.2978748,1180,2018,170,0,450,0,0
578000,2180,47.7763373,-122.2649242,0,1998,0,0,0,0,170
500700,1640,47.495764,-122.2986121,1030,2018,0,0,0,0,70
586900,2790,47.502056,-122.1500122,1720,2016,0,0,0,0,90
948000,2120,47.5870604,-122.1779006,0,1952,1060,630,0,0,0
549500,2410,47.3266371,-122.2608369,1100,1997,0,270,0,0,40
750000,3620,47.525387,-122.3883256,0,1967,1810,240,0,0,0
755000,1490,47.6428774,-122.1104674,0,1961,0,0,0,0,70
644000,1480,47.6044653,-122.299682,0,1914,0,130,0,0,160
505000,1590,47.400749,-122.1326741,0,1976,0,0,0,0,0
799950,2520,47.4931831,-122.1420672,1570,2018,0,0,0,0,270
449950,950,47.5521609,-122.3132391,360,2018,0,0,0,0,130
1185000,2800,47.7528818,-122.3743306,0,1956,740,280,0,0,0
575000,3280,47.3344872,-122.3105184,1660,2005,0,120,0,0,70
342000,1560,47.2839353,-122.2102588,0,1959,0,0,0,0,0
750000,3830,47.7234529,-122.2834202,1360,1990,980,240,550,15,180
373000,1950,47.309245,-122.1957104,0,1977,0,140,0,0,0
599950,3396,47.327686,-122.166928,1614,2018,0,0,0,0,84
567000,780,47.6995202,-122.3795271,0,1943,0,140,250,0,0
600000,1380,47.6652078,-122.3262637,0,1915,0,0,0,0,90
1325000,2550,47.5296846,-122.2034809,0,2012,980,260,460,0,600
485000,950,47.7592894,-122.3181734,0,1951,0,0,0,100,0
340000,1500,47.4490421,-122.2863228,0,1963,0,300,0,0,0
595826,3316,47.4319273,-122.1763953,1447,2017,840,64,0,0,132
765000,3300,47.6828426,-122.2889019,0,1921,1270,870,0,0,110
240000,1260,47.4963386,-122.3294864,0,1942,0,0,0,0,50
1100000,3520,47.6363078,-122.3939661,380,1939,1260,0,240,100,40
425000,1410,47.5550819,-122.3157827,0,1900,0,0,0,0,0
610000,1060,47.6892932,-122.3641274,500,1911,0,0,0,0,0
764000,1520,47.6662676,-122.3666769,530,2018,0,260,0,0,10
675650,1360,47.6673732,-122.337481,0,1924,500,0,180,0,70
520000,1680,47.7765964,-122.2364854,0,1958,460,110,0,0,0
885000,2790,47.5341134,-122.3881797,570,1987,1110,660,0,0,0
1025000,1890,47.6456911,-122.3932942,0,1927,0,320,250,100,0
820000,1260,47.6797426,-122.3749166,540,2018,180,470,260,0,0
1149000,1580,47.6223313,-122.3185217,540,2018,0,160,340,0,0
630000,1830,47.71553,-122.2806507,0,1951,350,130,670,0,0
735000,1370,47.690348,-122.3804422,500,2017,390,300,0,0,0
930000,1500,47.7146569,-122.2154975,800,2017,0,0,0,0,220
525000,1440,47.4065284,-122.330801,0,1920,0,80,0,0,70
165000,3770,47.3917397,-122.1052064,1160,2017,0,240,0,0,660
700000,1290,47.5581429,-122.3973162,0,1947,400,360,0,0,0
965000,2280,47.5739961,-122.2823928,830,1924,460,0,0,0,60
599000,1100,47.5999935,-122.3063704,380,2017,340,0,0,0,0
639000,1810,47.5456488,-122.3930919,0,1949,250,0,390,0,0
420000,790,47.6648439,-122.3575619,0,1910,0,0,0,0,0
610000,2120,47.692913,-122.332532,0,1962,900,240,320,0,0
710000,1440,47.5658224,-122.3723157,410,2018,330,130,0,0,0
550000,2354,47.4449959,-122.4504994,0,1977,0,706,0,0,144
366000,1090,47.5064962,-122.3372738,0,1966,0,0,0,78,0
1112000,3920,47.7472703,-122.229381,1700,2018,930,0,0,0,550
669999,1470,47.6684508,-122.3644609,570,2016,0,570,0,0,40
768000,1380,47.6830299,-122.387878,480,2017,0,420,0,0,10
540386,1480,47.5921909,-122.3010121,520,2016,0,40,0,0,0
786000,1690,47.5985032,-122.311998,580,2017,530,180,0,0,0
785000,2850,47.6280452,-122.3021124,950,1904,950,0,0,0,20
695000,1630,47.6948523,-122.3966233,0,1954,0,0,0,88,0
319000,1870,47.3669185,-122.2890766,0,1977,480,0,260,0,0
955000,2230,47.6669271,-122.2976925,0,1924,620,0,0,0,70
629000,2120,47.5088346,-122.3385634,1320,2017,0,0,0,0,100
1029950,3070,47.5037724,-122.1444557,1660,2017,0,0,0,0,300
300000,1200,47.3797598,-122.3162,0,1968,0,0,0,0,60
100000,5260,47.2599306,-122.2658722,0,1976,2320,730,0,0,0
798000,3050,47.5473228,-122.1769509,0,1967,1500,590,0,0,0
262000,2030,47.4670576,-122.2714761,0,1960,500,120,0,20,110
385000,940,47.5580706,-122.316951,0,1912,0,0,0,0,0
599000,1600,47.7266862,-122.333924,0,1951,490,0,300,0,0
675000,2300,47.5925913,-122.302472,550,1901,890,0,0,0,70
700000,1640,47.5781285,-122.3130509,740,1904,0,0,0,0,150
1050000,2920,47.5651484,-122.1629996,0,1967,1300,430,0,0,0
1170000,1690,47.6578504,-122.286347,0,1956,0,0,0,0,60
575000,1240,47.5536462,-122.2997177,490,2019,260,420,0,0,150
605000,2990,47.5716268,-122.1238669,0,1969,1270,480,0,0,50
799950,1820,47.6747681,-122.38569,670,2015,480,390,0,0,0
499950,1640,47.4961084,-122.2409731,0,1944,0,200,0,0,0
400000,1640,47.4731071,-122.1246466,0,1972,0,0,0,0,0
550000,830,47.6876085,-122.3879119,0,1927,0,0,0,0,50
738000,1080,47.63975,-122.2997876,0,1922,0,0,0,0,100
613114,2930,47.7500604,-122.2891208,0,1958,990,0,0,18,290
955500,1720,47.6660167,-122.3699192,500,2017,540,660,180,0,50
525000,1190,47.7689328,-122.3336352,0,1954,0,350,0,0,60
305000,580,47.460993,-122.351788,0,1976,0,0,0,0,0
460000,1580,47.5339746,-122.2926564,0,1931,0,0,0,0,0
745000,2900,47.7750418,-122.1965576,0,1977,1250,100,400,0,40
400000,1630,47.774142,-122.213391,620,1966,0,200,0,0,70
627280,1850,47.6024777,-122.1338388,0,1956,0,0,0,0,0
777500,2620,47.5523442,-122.1733296,0,1963,1150,430,0,0,0
810000,2370,47.7010373,-122.37999,800,1952,570,190,0,0,100
275000,1280,47.3541842,-122.1492174,0,1967,0,0,0,0,0
620000,2470,47.4776661,-122.1292897,0,1976,1140,440,0,0,0
722000,2160,47.6081549,-122.1916273,0,1959,950,140,0,0,0
485000,2090,47.5028012,-122.1672645,0,1963,1010,270,0,0,60
339000,1700,47.2978133,-122.3621386,0,1966,500,190,0,0,0
399000,1560,47.4877771,-122.1617851,620,2016,310,0,290,0,30
439200,1220,47.4677786,-122.3536908,0,1944,0,0,0,0,0
230000,950,47.3419459,-122.2804188,0,1965,0,0,0,0,0
441000,1120,47.5213582,-122.3477407,0,1967,0,0,480,0,40
599955,1450,47.5817726,-122.315091,490,2017,480,380,0,0,0
629950,2280,47.5154107,-122.3814721,1080,2015,0,0,0,0,0
689000,1400,47.670259,-122.1624701,0,1966,0,420,510,0,200
663888,1680,47.5346298,-122.2877294,0,1959,400,40,240,15,0
755000,1750,47.6980039,-122.3481532,550,2018,610,530,0,0,70
1450000,3140,47.6765311,-122.3668237,1290,2019,760,510,530,0,220
415000,1310,47.7220477,-122.2052731,0,1962,0,0,0,0,0
350000,1590,47.2986272,-122.3642777,0,1967,480,100,460,0,0
500000,1530,47.7000363,-122.3059067,0,1955,0,220,0,20,0
819880,1630,47.6917651,-122.3057164,780,2019,280,0,410,0,60
400000,1590,47.4945044,-122.2209372,0,1953,430,0,0,0,0
1005000,2660,47.5572691,-122.2826771,1170,2016,0,280,0,0,0
1286000,2170,47.6709095,-122.2929545,0,1928,120,120,0,100,0
265000,990,47.2840426,-122.2059917,0,1957,0,0,0,0,100
825000,1780,47.5557522,-122.2810478,780,2017,220,670,380,0,40
750000,2010,47.5984533,-122.2981891,680,2016,0,190,0,0,0
570000,1720,47.7572075,-122.350131,0,1967,530,140,580,0,0
374500,1210,47.5263402,-122.322222,430,2015,0,400,0,0,0
885000,2170,47.6575533,-122.3985536,1010,1910,0,0,0,0,180
935000,2690,47.469054,-122.369092,0,1963,1010,370,0,0,0
699950,2000,47.6786366,-122.3763628,500,2019,0,0,0,0,0
526000,1430,47.6912692,-122.3716615,0,1916,0,0,0,0,0
724950,3432,47.4361968,-122.1573894,1505,2019,909,0,0,0,159
525000,1800,47.7263369,-122.1803684,0,1968,460,250,550,0,0
749000,1180,47.6006363,-122.3061991,510,2018,180,450,300,0,20
700000,1640,47.6924953,-122.334752,0,1948,0,0,0,0,0
426950,1400,47.4437776,-122.1857687,0,1949,0,0,0,55,0
703500,2740,47.7648301,-122.2846002,0,1959,900,80,300,0,40
475000,1720,47.5130757,-122.3380033,0,1960,670,340,0,0,0
730000,2340,47.5820616,-122.3914988,0,1970,1170,0,0,0,0
365000,1920,47.5128736,-122.2623609,0,1960,800,0,0,0,0
775800,3760,47.6315945,-122.1157128,0,1967,0,0,0,0,60
510000,1320,47.7552141,-122.3177547,0,1954,0,0,0,0,0
449000,2310,47.3930485,-122.3223094,580,1962,0,340,0,0,0
1050000,2100,47.6466789,-122.3918968,0,1931,420,0,200,100,0
251000,1020,47.3377591,-122.2906744,0,1967,0,0,0,0,0
714000,1770,47.5678841,-122.3770098,0,1925,430,0,0,0,40
500000,3290,47.6731884,-122.2904832,1410,2019,0,220,0,0,160
550000,2390,47.4718532,-122.2631821,1410,2017,0,0,0,0,50
390000,1680,47.4992135,-122.2607051,0,1912,600,240,0,0,400
580000,1490,47.7647586,-122.3212567,0,1948,0,0,0,0,0
362000,1770,47.3934179,-122.1959559,0,1966,610,280,530,0,0
630000,2310,47.5467537,-122.2966078,0,1964,1000,0,0,25,0
383000,1510,47.4511957,-122.3556787,0,1950,350,0,0,0,0
700000,1600,47.6264735,-122.1142435,0,1965,0,0,0,0,0
504000,990,47.7076422,-122.3464276,0,1952,0,210,0,0,100
500000,1690,47.7717013,-122.3147526,0,1961,620,0,450,0,0
1400000,3240,47.5636298,-122.1540699,0,1973,1300,360,620,0,0
390000,2090,47.3364935,-122.2850959,0,1979,810,120,340,0,0
1235000,2920,47.710596,-122.2158616,1720,2018,0,0,0,0,150
398500,2711,47.3636058,-122.2837716,940,1967,0,0,0,0,170
472000,1380,47.5158897,-122.2003963,0,1980,0,240,0,0,0
367950,1360,47.4845389,-122.1613013,630,2016,150,0,420,0,80
339950,2420,47.3101889,-122.2065204,0,1962,1210,340,0,0,150
718500,2190,47.7008461,-122.2873569,0,1957,690,0,640,0,0
985000,3830,47.7764586,-122.2320007,1070,1980,510,50,0,0,230
595000,2070,47.7585783,-122.3515033,0,1947,0,400,0,0,0
450000,840,47.6940121,-122.3675839,0,1942,0,0,0,0,0
395000,2560,47.4481804,-122.2875356,1220,1942,0,0,0,0,940
925000,3340,47.7707758,-122.3701615,0,1973,1600,600,140,0,100
777500,1570,47.5512552,-122.3858733,0,1917,500,0,0,0,0
698500,1320,47.6735913,-122.1493603,0,1969,0,0,0,0,0
870000,2520,47.7020919,-122.1133885,890,1979,0,340,0,0,0
582700,2470,47.494853,-122.2980351,1180,2018,170,0,450,0,0
620000,710,47.5472081,-122.3841281,0,1943,0,0,0,0,0
1150000,2070,47.6582017,-122.2778959,0,1933,180,220,200,100,0
260000,1110,47.3294394,-122.3358429,0,1961,0,0,0,0,0
690000,1370,47.6786771,-122.3753483,460,2017,450,370,0,0,10
925000,1660,47.6786084,-122.354607,0,1920,0,0,0,0,90
830000,1590,47.62837,-122.2991777,0,1953,0,0,0,0,0
305000,1340,47.366972,-122.1491728,0,1967,0,0,0,18,0
965000,1810,47.5717428,-122.1607688,0,1964,200,60,0,0,0
430000,1450,47.7728825,-122.3525842,0,1956,0,0,0,15,0
125000,1550,47.3401384,-122.30569,0,1968,0,0,0,0,0
750000,2830,47.5873522,-122.1119622,0,1976,1240,340,0,0,70
659500,3540,47.4985396,-122.3494963,0,1936,1130,260,290,0,0
1280000,2760,47.5527212,-122.2278674,0,1972,690,70,400,0,130
800000,2730,47.6141509,-122.1112661,0,1969,1280,450,0,0,170
633500,1020,47.6907647,-122.3916366,0,1947,0,0,0,0,0
1053000,3200,47.6403644,-122.1691017,1510,1973,0,100,0,0,180
439950,2800,47.3331098,-122.326366,0,1966,1400,390,0,0,160
450000,1240,47.4358925,-122.1664618,0,1975,0,326,290,0,0
400000,1620,47.4304921,-122.3321688,0,1955,330,0,0,20,60
739500,1660,47.5699273,-122.3597842,570,2018,520,320,0,0,0
880666,3100,47.473033,-122.1266,1730,2019,0,0,0,0,150
550000,1540,47.5588732,-122.3632687,520,2016,0,490,0,0,0
495000,1950,47.466343,-122.1728079,0,1979,410,110,330,0,0
472000,1970,47.5002647,-122.2570898,0,1967,710,140,550,0,0
1050000,3610,47.5929653,-122.1785638,1500,1975,690,510,0,0,0
455000,1320,47.7391003,-122.3187677,0,1955,0,0,0,0,0
777000,2270,47.7036838,-122.3354513,0,1957,1060,200,150,0,0
799950,1660,47.6655345,-122.3688641,580,2019,0,210,0,0,20
793000,1450,47.6743877,-122.3650729,500,2019,450,460,0,0,0
483000,1010,47.7154834,-122.2107609,0,1972,0,0,0,0,0
492000,1640,47.495766,-122.2988179,1030,2018,0,0,0,0,70
670000,1640,47.5924547,-122.3021342,570,2015,460,70,0,0,90
720000,1580,47.5957991,-122.2985243,590,2017,400,500,170,0,0
290000,820,47.3048992,-122.223771,0,1923,100,0,0,0,80
1515000,2550,47.6268551,-122.1959682,0,1967,1210,80,0,0,0
565000,1080,47.6564776,-122.3270434,0,1925,0,0,260,0,50
270000,990,47.3070165,-122.3673617,0,1966,0,0,0,0,70
464240,2796,47.3126074,-122.2757053,1651,2016,0,0,0,0,195
771000,1620,47.6459207,-122.402012,0,1942,810,0,0,0,90
690000,1480,47.6195871,-122.300899,540,2015,0,450,0,0,0
778000,2180,47.7267709,-122.1200803,0,1981,720,370,0,0,0
475000,1310,47.5738847,-122.3115857,0,1920,0,0,0,0,100
602500,2540,47.4254027,-122.3323461,1180,1952,0,420,0,0,60
348000,930,47.4900334,-122.1888073,0,1942,0,0,0,0,0
715000,840,47.6264253,-122.32402,420,2018,0,380,410,0,0
1290000,1930,47.6333409,-122.3647987,0,1926,0,0,200,66,0
684950,1340,47.565965,-122.3659722,430,2018,430,360,0,0,0
535000,1790,47.7734737,-122.3376248,0,1955,0,0,620,0,0
365000,2400,47.3063219,-122.3804723,0,1978,1030,190,0,0,0
705000,2650,47.7512669,-122.2876045,1180,1972,0,210,0,0,70
891000,2680,47.7380919,-122.2431053,1530,2017,0,0,0,0,50
800000,1560,47.6235118,-122.2927377,760,1984,0,160,0,0,0
734950,1440,47.6581868,-122.3496572,510,2016,0,480,0,0,0
560000,2760,47.3976797,-122.3116729,0,1978,1000,40,620,0,300
360000,1320,47.4586853,-122.2858789,0,1959,0,60,0,0,0
360000,2490,47.3221579,-122.3872151,0,1978,870,340,630,0,0
625000,1940,47.5423221,-122.1865022,0,1966,670,200,600,0,0
815000,2850,47.6817126,-122.2962991,530,1952,730,0,290,0,0
655000,1730,47.7257607,-122.3330455,0,1954,0,160,0,0,0
745028,1980,47.4809439,-122.3546312,0,1960,560,0,600,0,0
1351875,4420,47.7453295,-122.2068206,2050,2018,0,0,0,0,300
1000000,2710,47.5794714,-122.3777404,0,1931,690,200,380,0,40
369950,1480,47.3957537,-122.3112925,0,1955,0,0,0,0,0
549950,1380,47.6021315,-122.3060868,460,2015,0,250,0,0,0
465000,1480,47.7534256,-122.3314765,0,1960,0,0,0,0,0
515000,1700,47.6318889,-122.1274258,0,1957,0,0,0,0,60
830000,1710,47.6757131,-122.3833899,570,2017,0,460,0,0,0
600000,1570,47.6841579,-122.2945121,0,1946,270,170,0,0,0
491000,2120,47.4864252,-122.3522848,0,1958,1060,340,0,0,0
680000,1150,47.698942,-122.1935394,0,1973,0,380,0,0,0
1289628,4130,47.6771839,-122.2920476,1150,2016,1150,190,0,0,40
1340000,4220,47.6769028,-122.2919876,1150,2016,1150,190,0,0,50
626000,1190,47.73623,-122.248083,0,1950,0,0,0,0,60
329000,1410,47.4509542,-122.2677393,0,1960,0,0,0,0,0
470000,2340,47.378735,-122.2838805,0,1961,1170,360,0,0,0
720000,1550,47.5812217,-122.4027639,620,2012,310,70,290,0,0
659745,2880,47.4764131,-122.1230727,1630,2016,0,0,0,0,290
830000,2460,47.6371049,-122.1673509,0,1966,0,580,0,0,0
500000,1350,47.6852844,-122.3045673,0,1953,420,0,200,50,0
309000,860,47.3551289,-122.181771,0,1962,0,0,0,0,0
519950,1270,47.5961502,-122.299043,480,2015,0,370,0,0,0
750000,1460,47.657294,-122.3617999,510,2017,440,470,0,0,60
761000,3700,47.5884005,-122.1684377,0,1968,920,0,700,0,260
270000,1090,47.2846663,-122.2083026,0,1959,0,0,0,0,90
515000,1180,47.5517214,-122.3642644,430,2018,320,330,0,0,0
1000000,1540,47.5352967,-122.2247186,0,1969,0,0,0,0,70
615000,1330,47.6827356,-122.3574034,0,1916,0,0,0,0,170
450000,1780,47.7680237,-122.33434,0,1954,0,0,0,0,0
865000,3400,47.6137762,-122.1676803,0,1974,1450,0,620,0,0
1000000,1480,47.6556835,-122.4019576,0,1944,0,400,0,0,120
696500,2070,47.7084854,-122.1996255,0,1977,640,180,590,0,0
555000,1700,47.5284389,-122.2868972,0,1960,500,380,0,0,0
853000,1800,47.6207938,-122.1414345,780,1964,0,0,0,0,150
1145000,1950,47.6736537,-122.3679628,780,2018,390,700,310,0,0
734500,2800,47.5237849,-122.3863593,0,1952,1310,410,180,100,0
360000,1610,47.4136423,-122.3233849,0,1959,600,400,260,0,0
